,index,datetime,date,day_of_week,month,is_holiday,rm_id,daily_weight,num_orders,average_orders,max_orders,std_orders,cumulative_weight,rolling_600,rolling_300,rolling_100,rolling_30,rolling_7,shifted_30_rolling_7,shifted_7_rolling_7,shifted_200_rolling_7,shifted_200_rolling_30,shifted_200_rolling_100,shifted_500_rolling_30,shifted_500_rolling_100,shifted_500_rolling_300,cumulative_rolling_600,cumulative_rolling_300,cumulative_rolling_100,cumulative_rolling_30,cumulative_rolling_7,cumulative_shifted_30_rolling_7,cumulative_shifted_7_rolling_7,cumulative_shifted_200_rolling_7,cumulative_shifted_200_rolling_30,cumulative_shifted_200_rolling_100,cumulative_shifted_500_rolling_30,cumulative_shifted_500_rolling_100,cumulative_shifted_500_rolling_300,bernoulli_success,staleness,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq
10,569478,2004-06-25,2004-06-25,4,6,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,11,,,,,,,,,,,,1.0,1.0,
11,569479,2004-06-26,2004-06-26,5,6,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,12,,,,,,,,,,,,1.0,1.0,
12,569480,2004-06-27,2004-06-27,6,6,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0,13,,,,,,,,,,,,1.0,1.0,
13,569481,2004-06-28,2004-06-28,0,6,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,14,,,,,,,,,,,,1.0,1.0,
14,569482,2004-06-29,2004-06-29,1,6,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,15,,,,,,,,,,,,1.0,1.0,
15,569483,2004-06-30,2004-06-30,2,6,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,16,,,,,,,,,,,,1.0,1.0,
16,569484,2004-07-01,2004-07-01,3,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,17,,,,,,,,,,,,1.0,1.0,
17,569485,2004-07-02,2004-07-02,4,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,18,,,,,,,,,,,,1.0,1.0,
18,569486,2004-07-03,2004-07-03,5,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,19,,,,,,,,,,,,1.0,1.0,
19,569487,2004-07-04,2004-07-04,6,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,20,,,,,,,,,,,,1.0,1.0,
20,569488,2004-07-05,2004-07-05,0,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,21,,,,,,,,,,,,1.0,1.0,
21,569489,2004-07-06,2004-07-06,1,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,22,,,,,,,,,,,,1.0,1.0,
22,569490,2004-07-07,2004-07-07,2,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,23,,,,,,,,,,,,1.0,1.0,
23,569491,2004-07-08,2004-07-08,3,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,24,,,,,,,,,,,,1.0,1.0,
24,569492,2004-07-09,2004-07-09,4,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,25,,,,,,,,,,,,1.0,1.0,
25,569493,2004-07-10,2004-07-10,5,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,26,,,,,,,,,,,,1.0,1.0,
26,569494,2004-07-11,2004-07-11,6,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,27,,,,,,,,,,,,1.0,1.0,
27,569495,2004-07-12,2004-07-12,0,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,0,28,,,,,,,,,,,,1.0,1.0,
28,569496,2004-07-13,2004-07-13,1,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,1,0,0.0,,,,,0.0,,,,,,1.0,1.0,
29,569497,2004-07-14,2004-07-14,2,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,1,0.0,,,,,0.0,,,,,,1.0,1.0,1.0
30,569498,2004-07-15,2004-07-15,3,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,2,0.0,,,,,0.0,,,,,,0.8571428571428571,1.0,1.0
31,569499,2004-07-16,2004-07-16,4,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,3,0.0,,,,,0.0,,,,,,0.7142857142857143,1.0,1.0
32,569500,2004-07-17,2004-07-17,5,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,4,0.0,,,,,0.0,,,,,,0.5714285714285714,1.0,1.0
33,569501,2004-07-18,2004-07-18,6,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,5,0.0,,,,,0.0,,,,,,0.42857142857142855,1.0,1.0
34,569502,2004-07-19,2004-07-19,0,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,6,0.0,,,,,0.0,,,,,,0.2857142857142857,1.0,1.0
35,569503,2004-07-20,2004-07-20,1,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,0,7,0.0,,,,,0.0,,,,,,0.14285714285714285,1.0,1.0
36,569504,2004-07-21,2004-07-21,2,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,8,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
37,569505,2004-07-22,2004-07-22,3,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,9,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
38,569506,2004-07-23,2004-07-23,4,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,10,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
39,569507,2004-07-24,2004-07-24,5,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,11,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
40,569508,2004-07-25,2004-07-25,6,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,12,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
41,569509,2004-07-26,2004-07-26,0,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,13,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
42,569510,2004-07-27,2004-07-27,1,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,14,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
43,569511,2004-07-28,2004-07-28,2,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,15,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
44,569512,2004-07-29,2004-07-29,3,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,16,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
45,569513,2004-07-30,2004-07-30,4,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,17,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
46,569514,2004-07-31,2004-07-31,5,7,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,18,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
47,569515,2004-08-01,2004-08-01,6,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,19,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
48,569516,2004-08-02,2004-08-02,0,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,20,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
49,569517,2004-08-03,2004-08-03,1,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,21,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
50,569518,2004-08-04,2004-08-04,2,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,22,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
51,569519,2004-08-05,2004-08-05,3,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,23,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
52,569520,2004-08-06,2004-08-06,4,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,24,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
53,569521,2004-08-07,2004-08-07,5,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,25,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
54,569522,2004-08-08,2004-08-08,6,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,26,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
55,569523,2004-08-09,2004-08-09,0,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,27,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
56,569524,2004-08-10,2004-08-10,1,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,28,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
57,569525,2004-08-11,2004-08-11,2,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,29,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
58,569526,2004-08-12,2004-08-12,3,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,30,0.0,,,,,0.0,,,0.0,,,0.0,1.0,1.0
59,569527,2004-08-13,2004-08-13,4,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,31,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
60,569528,2004-08-14,2004-08-14,5,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,32,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
61,569529,2004-08-15,2004-08-15,6,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,33,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
62,569530,2004-08-16,2004-08-16,0,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,34,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
63,569531,2004-08-17,2004-08-17,1,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,35,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
64,569532,2004-08-18,2004-08-18,2,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,36,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
65,569533,2004-08-19,2004-08-19,3,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,37,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
66,569534,2004-08-20,2004-08-20,4,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,38,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
67,569535,2004-08-21,2004-08-21,5,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,39,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
68,569536,2004-08-22,2004-08-22,6,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,40,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
69,569537,2004-08-23,2004-08-23,0,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,41,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
70,569538,2004-08-24,2004-08-24,1,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,42,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
71,569539,2004-08-25,2004-08-25,2,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,43,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
72,569540,2004-08-26,2004-08-26,3,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,44,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
73,569541,2004-08-27,2004-08-27,4,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,45,0.0,,,,,0.0,,,0.0,,0.0,0.0,1.0,1.0
74,569542,2004-08-28,2004-08-28,5,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,1,0,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
75,569543,2004-08-29,2004-08-29,6,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,1,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
76,569544,2004-08-30,2004-08-30,0,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,2,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
77,569545,2004-08-31,2004-08-31,1,8,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,3,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
78,569546,2004-09-01,2004-09-01,2,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,4,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
79,569547,2004-09-02,2004-09-02,3,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,5,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
80,569548,2004-09-03,2004-09-03,4,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,6,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
81,569549,2004-09-04,2004-09-04,5,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,7,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
82,569550,2004-09-05,2004-09-05,6,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,8,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
83,569551,2004-09-06,2004-09-06,0,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,9,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
84,569552,2004-09-07,2004-09-07,1,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,10,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
85,569553,2004-09-08,2004-09-08,2,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,11,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
86,569554,2004-09-09,2004-09-09,3,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,12,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
87,569555,2004-09-10,2004-09-10,4,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,13,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
88,569556,2004-09-11,2004-09-11,5,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,14,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
89,569557,2004-09-12,2004-09-12,6,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,15,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
90,569558,2004-09-13,2004-09-13,0,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,16,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
91,569559,2004-09-14,2004-09-14,1,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,17,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
92,569560,2004-09-15,2004-09-15,2,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,18,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
93,569561,2004-09-16,2004-09-16,3,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,19,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
94,569562,2004-09-17,2004-09-17,4,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,20,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
95,569563,2004-09-18,2004-09-18,5,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,21,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
96,569564,2004-09-19,2004-09-19,6,9,0,2130,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,0,22,0.0,0.0,,,,0.0,0.0,,0.0,,0.0,0.0,1.0,1.0
