,datetime,day_of_week,month,is_holiday,staleness,rm_id,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq
15,2025-01-04,5,1,0,15,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,57069.28571428572,99974.57142857143,77103.4,0.7142857142857143,0.7142857142857143,0.6333333333333333
16,2025-01-05,6,1,0,16,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,51277.857142857145,101010.28571428571,81642.46666666666,0.5714285714285714,0.7142857142857143,0.6333333333333333
17,2025-01-06,0,1,0,17,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,51277.857142857145,101010.28571428571,80027.63333333333,0.5714285714285714,0.7142857142857143,0.6
18,2025-01-07,1,1,0,18,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,51277.857142857145,101010.28571428571,78918.53333333334,0.5714285714285714,0.7142857142857143,0.5666666666666667
19,2025-01-08,2,1,0,19,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,55118.857142857145,96924.71428571429,80701.2,0.5714285714285714,0.7142857142857143,0.6
20,2025-01-09,3,1,0,20,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,57360.0,77091.71428571429,82110.93333333333,0.5714285714285714,0.7142857142857143,0.6333333333333333
21,2025-01-10,4,1,0,21,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,56280.142857142855,69189.42857142857,84699.96666666666,0.5714285714285714,0.7142857142857143,0.6666666666666666
22,2025-01-11,5,1,0,22,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,73195.57142857143,58167.57142857143,82505.56666666667,0.5714285714285714,0.7142857142857143,0.6666666666666666
23,2025-01-12,6,1,0,23,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,90127.42857142857,34114.71428571428,79732.13333333333,0.7142857142857143,0.5714285714285714,0.6333333333333333
24,2025-01-13,0,1,0,24,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,90127.42857142857,34114.71428571428,78661.43333333333,0.7142857142857143,0.5714285714285714,0.6
25,2025-01-14,1,1,0,25,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,90127.42857142857,34114.71428571428,73170.93333333333,0.7142857142857143,0.5714285714285714,0.5666666666666667
26,2025-01-15,2,1,0,26,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,78666.42857142857,38185.857142857145,75903.53333333334,0.7142857142857143,0.5714285714285714,0.6
27,2025-01-16,3,1,0,27,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,85800.0,59793.71428571428,82355.1,0.7142857142857143,0.5714285714285714,0.6333333333333333
28,2025-01-17,4,1,0,28,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,87494.28571428571,65036.71428571428,83855.13333333333,0.7142857142857143,0.5714285714285714,0.6333333333333333
29,2025-01-18,5,1,0,29,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,75838.57142857143,85331.2,0.7142857142857143,0.5714285714285714,0.6333333333333333
30,2025-01-19,6,1,0,30,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,92724.85714285714,82229.66666666667,0.0,0.7142857142857143,0.6333333333333333
31,2025-01-20,0,1,0,31,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,92724.85714285714,76923.1,0.0,0.7142857142857143,0.6
32,2025-01-21,1,1,0,32,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,92724.85714285714,71861.4,0.0,0.7142857142857143,0.5666666666666667
33,2025-01-22,2,1,0,33,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,90735.71428571429,74129.86666666667,0.0,0.7142857142857143,0.6
34,2025-01-23,3,1,0,34,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66169.0,74849.2,0.0,0.7142857142857143,0.6333333333333333
35,2025-01-24,4,1,0,35,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66467.0,78731.13333333333,0.0,0.7142857142857143,0.6666666666666666
36,2025-01-25,5,1,0,36,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66290.71428571429,83389.1,0.0,0.7142857142857143,0.7
37,2025-01-26,6,1,0,37,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60795.0,78992.63333333333,0.0,0.7142857142857143,0.7
38,2025-01-27,0,1,0,38,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60795.0,72721.13333333333,0.0,0.7142857142857143,0.6666666666666666
39,2025-01-28,1,1,0,39,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60795.0,67350.46666666666,0.0,0.7142857142857143,0.6333333333333333
40,2025-01-29,2,1,0,40,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,57529.857142857145,68857.06666666667,0.0,0.7142857142857143,0.6666666666666666
41,2025-01-30,3,1,0,41,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,71470.28571428571,72829.16666666667,0.0,0.7142857142857143,0.7
42,2025-01-31,4,1,0,42,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,62444.857142857145,71869.2,0.0,0.7142857142857143,0.7
43,2025-02-01,5,2,0,43,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,62960.0,70609.93333333333,0.0,0.7142857142857143,0.7
44,2025-02-02,6,2,0,44,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69758.57142857143,70421.16666666667,0.0,0.7142857142857143,0.7
45,2025-02-03,0,2,0,45,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69758.57142857143,65670.73333333334,0.0,0.7142857142857143,0.6666666666666666
46,2025-02-04,1,2,0,46,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69758.57142857143,60058.4,0.0,0.7142857142857143,0.6333333333333333
47,2025-02-05,2,2,0,47,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,72894.57142857143,62296.73333333333,0.0,0.7142857142857143,0.6666666666666666
48,2025-02-06,3,2,0,48,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,76199.14285714286,67039.9,0.0,0.7142857142857143,0.7
49,2025-02-07,4,2,0,49,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,82884.85714285714,68593.23333333334,0.0,0.7142857142857143,0.7
50,2025-02-08,5,2,0,50,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,74525.57142857143,70011.16666666667,0.0,0.7142857142857143,0.7
51,2025-02-09,6,2,0,51,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56336.42857142857,67422.13333333333,0.0,0.5714285714285714,0.6666666666666666
52,2025-02-10,0,2,0,52,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56336.42857142857,65243.46666666667,0.0,0.5714285714285714,0.6333333333333333
53,2025-02-11,1,2,0,53,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56336.42857142857,65243.46666666667,0.0,0.5714285714285714,0.6333333333333333
54,2025-02-12,2,2,0,54,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,64705.28571428572,69434.53333333334,0.0,0.5714285714285714,0.6666666666666666
55,2025-02-13,3,2,0,55,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,58667.42857142857,72768.86666666667,0.0,0.5714285714285714,0.7
56,2025-02-14,4,2,0,56,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,61934.42857142857,74134.56666666667,0.0,0.5714285714285714,0.7
57,2025-02-15,5,2,0,57,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,71415.33333333333,0.0,0.5714285714285714,0.7
58,2025-02-16,6,2,0,58,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,67602.93333333333,0.0,0.5714285714285714,0.6666666666666666
59,2025-02-17,0,2,0,59,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,62903.833333333336,0.0,0.5714285714285714,0.6333333333333333
60,2025-02-18,1,2,0,60,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,58963.7,0.0,0.5714285714285714,0.6
61,2025-02-19,2,2,0,61,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,49198.42857142857,59278.36666666667,0.0,0.5714285714285714,0.6333333333333333
62,2025-02-20,3,2,0,62,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,48308.71428571428,62405.1,0.0,0.5714285714285714,0.6666666666666666
63,2025-02-21,4,2,0,63,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,47170.857142857145,63969.433333333334,0.0,0.5714285714285714,0.6666666666666666
64,2025-02-22,5,2,0,64,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,36980.857142857145,64604.76666666667,0.0,0.5714285714285714,0.6666666666666666
65,2025-02-23,6,2,0,65,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,53022.42857142857,64465.86666666667,0.0,0.7142857142857143,0.6666666666666666
66,2025-02-24,0,2,0,66,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,53022.42857142857,59807.9,0.0,0.7142857142857143,0.6333333333333333
67,2025-02-25,1,2,0,67,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,53022.42857142857,57150.1,0.0,0.7142857142857143,0.6
68,2025-02-26,2,2,0,68,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,70781.0,61608.433333333334,0.0,0.7142857142857143,0.6333333333333333
69,2025-02-27,3,2,0,69,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69133.0,64350.63333333333,0.0,0.7142857142857143,0.6666666666666666
70,2025-02-28,4,2,0,70,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65602.85714285714,65853.13333333333,0.0,0.7142857142857143,0.6666666666666666
71,2025-03-01,5,3,0,71,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,63267.42857142857,62690.76666666667,0.0,0.7142857142857143,0.6666666666666666
72,2025-03-02,6,3,0,72,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60720.71428571428,64063.566666666666,0.0,0.7142857142857143,0.6666666666666666
73,2025-03-03,0,3,0,73,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60720.71428571428,59285.4,0.0,0.7142857142857143,0.6333333333333333
74,2025-03-04,1,3,0,74,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60720.71428571428,55041.26666666667,0.0,0.7142857142857143,0.6
75,2025-03-05,2,3,0,75,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,58866.857142857145,59067.03333333333,0.0,0.7142857142857143,0.6333333333333333
76,2025-03-06,3,3,0,76,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56398.42857142857,61233.26666666667,0.0,0.7142857142857143,0.6666666666666666
77,2025-03-07,4,3,0,77,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,62871.142857142855,63514.333333333336,0.0,0.7142857142857143,0.6666666666666666
78,2025-03-08,5,3,0,78,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,72290.42857142857,61778.73333333333,0.0,0.7142857142857143,0.6666666666666666
79,2025-03-09,6,3,0,79,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,64587.0,59794.066666666666,0.0,0.7142857142857143,0.6666666666666666
80,2025-03-10,0,3,0,80,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,64587.0,56966.4,0.0,0.7142857142857143,0.6333333333333333
81,2025-03-11,1,3,0,81,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,64587.0,56966.4,0.0,0.7142857142857143,0.6333333333333333
82,2025-03-12,2,3,0,82,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,61649.57142857143,60306.76666666667,0.0,0.7142857142857143,0.6666666666666666
83,2025-03-13,3,3,0,83,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69232.42857142857,64242.333333333336,0.0,0.7142857142857143,0.7
84,2025-03-14,4,3,0,84,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66502.85714285714,63933.76666666667,0.0,0.7142857142857143,0.7
85,2025-03-15,5,3,0,85,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,57069.28571428572,61405.833333333336,0.0,0.7142857142857143,0.7
86,2025-03-16,6,3,0,86,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,51277.857142857145,57307.53333333333,0.0,0.5714285714285714,0.6666666666666666
87,2025-03-17,0,3,0,87,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,51277.857142857145,53575.2,0.0,0.5714285714285714,0.6333333333333333
88,2025-03-18,1,3,0,88,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,51277.857142857145,53575.2,0.0,0.5714285714285714,0.6333333333333333
89,2025-03-19,2,3,0,89,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,55118.857142857145,57811.8,0.0,0.5714285714285714,0.6666666666666666
90,2025-03-20,3,3,0,90,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,57360.0,62270.3,0.0,0.5714285714285714,0.7
91,2025-03-21,4,3,0,91,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56280.142857142855,65586.16666666667,0.0,0.5714285714285714,0.7
92,2025-03-22,5,3,0,92,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,73195.57142857143,67212.76666666666,0.0,0.5714285714285714,0.7
93,2025-03-23,6,3,0,93,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,90127.42857142857,67330.73333333334,0.0,0.7142857142857143,0.7
94,2025-03-24,0,3,0,94,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,90127.42857142857,65976.06666666667,0.0,0.7142857142857143,0.6666666666666666
95,2025-03-25,1,3,0,95,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,90127.42857142857,62233.03333333333,0.0,0.7142857142857143,0.6333333333333333
96,2025-03-26,2,3,0,96,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,78666.42857142857,63795.4,0.0,0.7142857142857143,0.6666666666666666
97,2025-03-27,3,3,0,97,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,85800.0,69918.4,0.0,0.7142857142857143,0.7
98,2025-03-28,4,3,0,98,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,87494.28571428571,69485.93333333333,0.0,0.7142857142857143,0.7
99,2025-03-29,5,3,0,99,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.7142857142857143,0.7
100,2025-03-30,6,3,0,100,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
101,2025-03-31,0,3,0,101,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
102,2025-04-01,1,4,0,102,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
103,2025-04-02,2,4,0,103,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
104,2025-04-03,3,4,0,104,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
105,2025-04-04,4,4,0,105,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
106,2025-04-05,5,4,0,106,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
107,2025-04-06,6,4,0,107,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
108,2025-04-07,0,4,0,108,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
109,2025-04-08,1,4,0,109,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
110,2025-04-09,2,4,0,110,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
111,2025-04-10,3,4,0,111,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
112,2025-04-11,4,4,0,112,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
113,2025-04-12,5,4,0,113,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
114,2025-04-13,6,4,0,114,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
115,2025-04-14,0,4,0,115,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
116,2025-04-15,1,4,0,116,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
117,2025-04-16,2,4,0,117,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
118,2025-04-17,3,4,0,118,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
119,2025-04-18,4,4,0,119,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
120,2025-04-19,5,4,0,120,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
121,2025-04-20,6,4,0,121,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
122,2025-04-21,0,4,0,122,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
123,2025-04-22,1,4,0,123,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
124,2025-04-23,2,4,0,124,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
125,2025-04-24,3,4,0,125,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
126,2025-04-25,4,4,0,126,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
127,2025-04-26,5,4,0,127,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
128,2025-04-27,6,4,0,128,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,79318.0,69589.26666666666,0.0,0.0,0.36666666666666664
