,datetime,day_of_week,month,is_holiday,staleness,rm_id,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq,rolling_7_short_decay,rolling_30_medium_decay,rolling_100_long_decay,shifted_30_rolling_7_short_decay,shifted_100_rolling_7_medium_decay,shifted_100_rolling_30_medium_decay,predicted_net,predicted_cumulative
17,2024-07-26,4,7,0,17,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,51277.857142857145,101010.28571428571,80027.63333333333,0.5714285714285714,0.7142857142857143,0.6,14490.091760814808,49531.57479614664,60084.98144647419,188153.6703369414,531244.4910578225,420890.1998454201,112564.2,1.5815115e+06
18,2024-07-27,5,7,0,18,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,51277.857142857145,101010.28571428571,78918.53333333334,0.5714285714285714,0.7142857142857143,0.5666666666666667,13111.1772159598,48550.78390197726,59487.12589190361,170248.48126166716,520725.14533639996,406838.41699027637,6336.3037,1.5878478e+06
19,2024-07-28,6,7,0,19,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,55118.857142857145,96924.71428571429,80701.2,0.5714285714285714,0.7142857142857143,0.6,11863.483739500967,47589.413968721085,58895.219099495,165586.1979073286,489769.33519286243,407790.452255084,10370.961,1.5982188e+06
20,2024-07-29,0,7,0,20,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,57360.0,77091.71428571429,82110.93333333333,0.5714285714285714,0.7142857142857143,0.6333333333333333,10734.523995761647,46647.08043558638,58309.20187807585,155920.64568041082,381837.76050934696,406698.1151973457,77127.56,1.6753462e+06
21,2024-07-30,1,7,0,21,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,56280.142857142855,69189.42857142857,84699.96666666666,0.5714285714285714,0.7142857142857143,0.6666666666666666,9712.998976170018,45723.40635659527,57729.01562543568,138426.81446778614,335911.6183190545,411214.59537995025,78178.99,1.7535252e+06
22,2024-07-31,2,7,0,22,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,73195.57142857143,58167.57142857143,82505.56666666667,0.5714285714285714,0.7142857142857143,0.6666666666666666,8788.684914983598,44818.02224980035,57154.60232246572,162899.73999867964,276809.07469235937,392629.2434954709,100331.73,1.853857e+06
23,2024-08-01,3,8,0,23,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,90127.42857142857,34114.71428571428,79732.13333333333,0.7142857142857143,0.5714285714285714,0.6333333333333333,7952.330966405348,43930.56594948693,56585.904527357,181494.35330306625,159131.16435468246,371917.7334317947,71364.336,1.9252214e+06
24,2024-08-02,4,8,0,24,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,90127.42857142857,34114.71428571428,78661.43333333333,0.7142857142857143,0.5714285714285714,0.6,7195.566619009622,43060.682461302014,56022.865369856096,164222.8820308527,155980.15618221898,359657.78737266193,78419.42,2.0036408e+06
25,2024-08-03,5,8,0,25,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,90127.42857142857,34114.71428571428,73170.93333333333,0.7142857142857143,0.5714285714285714,0.5666666666666667,6510.817920850405,42208.0238202517,55465.42854557805,148595.00855922073,152891.54215199154,327929.37218643515,-5809.5396,1.9978312e+06
26,2024-08-04,6,8,0,26,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,78666.42857142857,38185.857142857145,75903.53333333334,0.7142857142857143,0.5714285714285714,0.6,5891.231676804535,41372.24895151065,54913.5383103759,117356.52101809,167748.39620789496,333440.0989231396,4931.491,2.0027628e+06
27,2024-08-05,0,8,0,27,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,85800.0,59793.71428571428,82355.1,0.7142857142857143,0.5714285714285714,0.6333333333333333,5330.606859491471,40553.02353398753,54367.139474766234,115817.88569002107,257469.3137637223,354617.7275528223,44869.21,2.047632e+06
28,2024-08-06,1,8,0,28,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,87494.28571428571,65036.71428571428,83855.13333333333,0.7142857142857143,0.5714285714285714,0.6333333333333333,4823.332547307039,39750.0198665922,53826.177398410146,106865.76189468251,274500.1879369142,353927.01049368817,59570.797,2.1072028e+06
29,2024-08-07,2,8,0,29,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,75838.57142857143,85331.2,0.7142857142857143,0.5714285714285714,0.6333333333333333,4364.331768434109,38962.916737150845,53290.5979846492,87659.94687992423,313753.3040166081,353025.4517111796,58353.75,2.1655565e+06
30,2024-08-08,3,8,0,30,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,92724.85714285714,82229.66666666667,0.0,0.7142857142857143,0.6333333333333333,3949.0106888022324,38191.39929391683,52760.34767509568,79318.0,376017.8376113915,333457.7415403153,72946.02,2.2385025e+06
31,2024-08-09,4,8,0,31,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,92724.85714285714,76923.1,0.0,0.7142857142857143,0.6,3573.2126354522175,37435.15891962583,52235.37344427678,71769.89432377624,368572.18556636083,305761.7553819413,78271.23,2.3167738e+06
32,2024-08-10,5,8,0,32,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,92724.85714285714,71861.4,0.0,0.7142857142857143,0.5666666666666667,3233.1764951560513,36693.89310804478,51715.62279433194,64940.08587263936,361273.9673099182,279985.90533762664,6659.9077,2.3234338e+06
33,2024-08-11,6,8,0,33,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,90735.71428571429,74129.86666666667,0.0,0.7142857142857143,0.6,2925.4990719315556,35967.30534296538,51201.04374976302,58760.2196280325,346523.64034763264,283105.1858470058,-4500.0923,2.3189338e+06
34,2024-08-12,0,8,0,34,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66169.0,74849.2,0.0,0.7142857142857143,0.6333333333333333,2647.101026713144,35255.10497959364,50691.58485223675,53168.44541145484,247698.449111974,280192.0953508738,55379.61,2.3743132e+06
35,2024-08-13,1,8,0,35,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66467.0,78731.13333333333,0.0,0.7142857142857143,0.6666666666666666,2395.196058291459,34557.007128288074,50187.19515543885,48108.798867086654,243887.1416066483,288887.8851778864,86177.75,2.460491e+06
36,2024-08-14,2,8,0,36,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,66290.71428571429,83389.1,0.0,0.7142857142857143,0.7,2167.263017074351,33872.73254060006,49687.82421997928,43530.64135170599,238423.8164363631,299920.5497394694,65498.457,2.5259895e+06
37,2024-08-15,3,8,0,37,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60795.0,78992.63333333333,0.0,0.7142857142857143,0.7,1961.0206725743797,33202.00749757073,49193.42210834838,39388.15312612702,214327.9993243784,278482.3268969083,88936.98,2.6149265e+06
38,2024-08-16,4,8,0,38,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60795.0,72721.13333333333,0.0,0.7142857142857143,0.6666666666666666,1774.4048820873431,32544.563700239774,48703.93937992296,35639.87477584978,210084.02059024686,251296.1275194685,73541.375,2.688468e+06
39,2024-08-17,5,8,0,39,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60795.0,67350.46666666666,0.0,0.7142857142857143,0.6333333333333333,1605.5479320583127,31900.13816232221,48219.327086022284,32248.29227130484,205924.07826550904,228128.67454700588,15639.567,2.7041075e+06
40,2024-08-18,6,8,0,40,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,57529.857142857145,68857.06666666667,0.0,0.7142857142857143,0.6666666666666666,1452.7598453766175,31268.473105010427,47739.53676501312,29179.461514836465,191005.85226261604,228613.51228999862,8764.421,2.712872e+06
41,2024-08-19,0,8,0,41,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,71470.28571428571,72829.16666666667,0.0,0.7142857142857143,0.7,1314.5114675168993,30649.315853859185,47264.520437463536,26402.668616764273,232591.05410172557,237013.36121795233,61043.906,2.773916e+06
42,2024-08-20,1,8,0,42,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,62444.857142857145,71869.2,0.0,0.7142857142857143,0.7,1189.4191622466506,30042.418737712476,46794.23060134493,23890.12250045205,199194.92772232142,229257.95260784926,70576.85,2.8444928e+06
43,2024-08-21,2,8,0,43,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,62960.0,70609.93333333333,0.0,0.7142857142857143,0.7,1076.2309637297537,29447.538989631772,46328.620227281775,21616.67675987181,196861.33627212033,220780.90581457008,75991.29,2.920484e+06
44,2024-08-22,3,8,0,44,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69758.57142857143,70421.16666666667,0.0,0.7142857142857143,0.7,973.8140464315823,28864.438649786014,45867.642753848675,19559.577985920343,213799.85085857232,215830.6086591304,80891.41,3.0013755e+06
45,2024-08-23,4,8,0,45,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69758.57142857143,65670.73333333334,0.0,0.7142857142857143,0.6666666666666666,881.1433874203033,28292.884470264482,45411.25208291411,17698.238042653156,209566.3301647547,197285.78584764653,79329.64,3.0807052e+06
46,2024-08-24,5,8,0,46,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69758.57142857143,60058.4,0.0,0.7142857142857143,0.6333333333333333,797.2915075928468,27732.647821774543,44959.402575030676,16014.028014300076,205416.63879725803,176852.7423497137,-607.3085,3.080098e+06
47,2024-08-25,6,8,0,47,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,72894.57142857143,62296.73333333333,0.0,0.7142857142857143,0.6666666666666666,721.4191891523087,27183.504602186887,44512.04904487103,14490.091760814808,210400.7762465496,179811.48381949554,-422.58282,3.0796755e+06
48,2024-08-26,0,8,0,48,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,76199.14285714286,67039.9,0.0,0.7142857142857143,0.7,652.7670764341708,26645.235146891664,44069.146756709386,13111.1772159598,215583.9114504337,189670.42572042713,78432.555,3.158108e+06
49,2024-08-27,1,8,0,49,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,82884.85714285714,68593.23333333334,0.0,0.7142857142857143,0.7,590.6480760195767,26117.624140929736,43630.65141994782,11863.483739500967,229855.85184050025,190222.39552338133,79691.13,3.2377992e+06
50,2024-08-28,2,8,0,50,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,74525.57142857143,70011.16666666667,0.0,0.7142857142857143,0.7,534.4404800734611,25600.46053286381,43196.51918468723,10734.523995761647,202581.50656981234,190310.08213921761,86602.695,3.324402e+06
51,2024-08-29,3,8,0,51,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56336.42857142857,67422.13333333333,0.0,0.5714285714285714,0.6666666666666666,483.5817440835694,25093.53745035506,42766.706637342344,9712.998976170018,150105.9487551536,179643.3240041974,73854.734,3.3982568e+06
52,2024-08-30,4,8,0,52,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56336.42857142857,65243.46666666667,0.0,0.5714285714285714,0.6333333333333333,437.56285672590286,24596.652117411406,42341.17079630023,8788.684914983598,147133.6518252534,170396.13180723207,78596.664,3.4768535e+06
53,2024-08-31,5,8,0,53,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56336.42857142857,65243.46666666667,0.0,0.5714285714285714,0.6333333333333333,395.9232455083046,24109.605773274452,41919.86910762217,7952.330966405348,144220.2103178914,167022.06233405188,-3846.4207,3.473007e+06
54,2024-09-01,6,9,0,54,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,64705.28571428572,69434.53333333334,0.0,0.5714285714285714,0.6666666666666666,358.2461672061514,23632.203592912505,41502.75944078822,7195.566619009622,162364.3516209396,174231.4072230449,262.87628,3.47327e+06
55,2024-09-02,0,9,0,55,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,58667.42857142857,72768.86666666667,0.0,0.5714285714285714,0.7,324.15453695609284,23164.254609087977,41089.800084484086,6510.817920850405,144298.58983786384,178982.5308486986,80674.76,3.5539448e+06
56,2024-09-03,1,9,0,56,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,61934.42857142857,74134.56666666667,0.0,0.5714285714285714,0.7,293.3071542639932,22705.571635967925,40680.94974243003,5891.231676804535,149317.6956599748,178731.00501203374,93277.945,3.6472228e+06
57,2024-09-04,2,9,0,57,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,71415.33333333333,0.0,0.5714285714285714,0.7,265.39528815570634,22255.97119424726,40276.167529251106,5330.606859491471,155523.31879101132,168765.90866123055,95485.55,3.7427082e+06
58,2024-09-05,3,9,0,58,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,67602.93333333333,0.0,0.5714285714285714,0.6666666666666666,240.13958729371893,21815.273437754524,39875.4129663887,4823.332547307039,152443.75074721288,156593.20230686702,102929.45,3.8456378e+06
59,2024-09-06,4,9,0,59,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,62903.833333333336,0.0,0.5714285714285714,0.6333333333333333,217.28728413506946,21383.302081511083,39478.645978052555,4364.331768434109,149425.16223632375,142823.14336349888,118131.61,3.9637692e+06
60,2024-09-07,5,9,0,60,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65811.57142857143,58963.7,0.0,0.5714285714285714,0.6,196.60966514882222,20959.884331214744,39085.826887213196,3949.0106888022324,146466.34578269123,131226.1276453513,2076.4004,3.9658458e+06
61,2024-09-08,6,9,0,61,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,49198.42857142857,59278.36666666667,0.0,0.5714285714285714,0.6333333333333333,177.89978177417495,20544.850814119738,38696.916411634185,3573.2126354522175,107325.0074346657,129314.11282736638,1503.5682,3.9673492e+06
62,2024-09-09,0,9,0,62,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,48308.71428571428,62405.1,0.0,0.5714285714285714,0.6666666666666666,160.97037920970504,20138.035511285376,38311.87565994388,3233.1764951560513,103297.3749999178,133439.341367726,78257.23,4.0456065e+06
63,2024-09-10,1,9,0,63,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,47170.857142857145,63969.433333333334,0.0,0.5714285714285714,0.6666666666666666,145.65202230437885,19739.275691166255,37930.66612774623,2925.4990719315556,98867.07473485445,134075.80716541293,94315.19,4.1399218e+06
64,2024-09-11,2,9,0,64,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,36980.857142857145,64604.76666666667,0.0,0.5714285714285714,0.6666666666666666,131.79139979361008,19348.411844517446,37553.249693770354,2647.101026713144,75974.70107236295,132726.17820589922,105376.32,4.245298e+06
65,2024-09-12,3,9,0,65,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,53022.42857142857,64465.86666666667,0.0,0.7142857142857143,0.6666666666666666,119.24978990859509,18965.28762058871,37179.58861605834,2395.196058291459,106774.05909237424,129818.31353943076,110229.37,4.3555275e+06
66,2024-09-13,4,9,0,66,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,53022.42857142857,59807.9,0.0,0.7142857142857143,0.6333333333333333,107.90167200222385,18589.749764582084,36809.64552819102,2167.263017074351,104659.79106592233,118053.4820214654,126561.5,4.482089e+06
67,2024-09-14,5,9,0,67,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,53022.42857142857,57150.1,0.0,0.7142857142857143,0.6,97.63347029625517,18221.648056347927,36443.383435551325,1961.0206725743797,102587.38835137927,110573.57539030955,5543.971,4.487633e+06
68,2024-09-15,6,9,0,68,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,70781.0,61608.433333333334,0.0,0.7142857142857143,0.6333333333333333,88.34241717675411,17860.835250294855,36080.76571162477,1774.4048820873431,134234.81311808378,116839.21582060048,264.67236,4.4878975e+06
69,2024-09-16,0,9,0,69,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,69133.0,64350.63333333333,0.0,0.7142857142857143,0.6666666666666666,79.93552466126975,17507.167016489544,35721.75609433679,1605.5479320583127,128513.27231696316,119623.19681390528,73942.14,4.5618395e+06
70,2024-09-17,1,9,0,70,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,65602.85714285714,65853.13333333333,0.0,0.7142857142857143,0.6666666666666666,72.32865374385312,17160.50188292284,35366.31868242647,1452.7598453766175,119536.1993593328,119992.23231128957,103940.91,4.6657805e+06
71,2024-09-18,2,9,0,71,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,63267.42857142857,62690.76666666667,0.0,0.7142857142857143,0.6666666666666666,65.44567230360502,16820.70117891904,35014.41793185643,1314.5114675168993,112998.05884330664,111968.11851985235,104333.44,4.770114e+06
72,2024-09-19,3,9,0,72,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60720.71428571428,64063.566666666666,0.0,0.7142857142857143,0.6666666666666666,59.21769314882144,16487.62897966582,34666.018652258346,1189.4191622466506,106302.08469833662,112154.32443421929,107776.92,4.877891e+06
73,2024-09-20,4,9,0,73,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60720.71428571428,59285.4,0.0,0.7142857142857143,0.6333333333333333,53.58238457082535,16161.152051842448,34321.08600341393,1076.2309637297537,104197.16239105188,101734.15322737422,122066.42,4.9999575e+06
74,2024-09-21,5,9,0,74,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,60720.71428571428,55041.26666666667,0.0,0.7142857142857143,0.6,48.483346507275414,15841.139800324712,33979.58549177086,973.8140464315823,102133.92033803758,92580.932407783,12338.337,5.012296e+06
75,2024-09-22,6,9,0,75,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,58866.857142857145,59067.03333333333,0.0,0.7142857142857143,0.6333333333333333,43.86954607138587,15527.464215945121,33641.48296699338,881.1433874203033,97055.03951069435,97385.07425382016,5975.861,5.018272e+06
76,2024-09-23,0,9,0,76,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,56398.42857142857,61233.26666666667,0.0,0.7142857142857143,0.6666666666666666,39.69480679764237,15219.999824287524,33306.744618547265,797.2915075928468,91144.05673819003,98957.51482265137,70883.555,5.0891555e+06
77,2024-09-24,1,9,0,77,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,62871.142857142855,63514.333333333336,0.0,0.7142857142857143,0.6666666666666666,35.91734649221496,14918.623635495682,32975.33697231872,721.4191891523087,99592.54180687164,100611.40310760119,104648.625,5.193804e+06
78,2024-09-25,2,9,0,78,2130,79318.0,69589.26666666666,71219.02,57405.125,37667.392,0.7142857142857143,0.7,0.66,79318.0,72290.42857142857,61778.73333333333,0.0,0.7142857142857143,0.6666666666666666,32.49935906271873,14623.21509507567,32647.22688726694,652.7670764341708,112245.87027213526,95924.28519715356,110905.24,5.304709e+06
