index,datetime,date,day_of_week,month,is_holiday,rm_id,daily_weight,num_orders,average_orders,max_orders,std_orders,cumulative_weight,bernoulli_success,staleness,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_cumulative_avg,rolling_30_cumulative_avg,rolling_100_cumulative_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq,true_rolling_7_avg,true_rolling_30_avg,true_rolling_100_avg,true_rolling_200_avg,true_rolling_500_avg,true_rolling_7_cumulative_avg,true_rolling_30_cumulative_avg,true_rolling_100_cumulative_avg,true_rolling_7_freq,true_rolling_30_freq,true_rolling_100_freq,rolling_7_short_decay,rolling_30_medium_decay,rolling_100_long_decay,rolling_7_medium_decay,rolling_30_long_decay,rolling_100_very_long_decay,rolling_7_noise,rolling_30_noise,rolling_100_noise,rolling_7_decay,rolling_30_decay,rolling_100_decay,freq_x_7,freq_x_30,freq_x_100,rolling_7_cumulative_decay,rolling_30_cumulative_decay,rolling_100_cumulative_decay,rolling_7_cumulative_short_decay,rolling_7_cumulative_medium_decay,rolling_30_cumulative_medium_decay,rolling_30_cumulative_long_decay,rolling_100_cumulative_long_decay,shifted_30_rolling_7_short_decay,shifted_100_rolling_7_medium_decay,shifted_100_rolling_30_medium_decay
576605,2023-12-30,2023-12-30,5,12,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,1,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44327.857142857145,42014.71428571428,35777.066666666666,0.5714285714285714,0.5714285714285714,0.4666666666666667,0.0,30106.266666666666,25156.3,22695.34,37275.6,336213618.0,335899021.76666665,334730538.84,0.0,0.43333333333333335,0.4,0.0,29510.122644886054,25398.4910590211,0.0,29906.225766115735,25483.293955524154,0.0,7653.21333871107,39832.47630999313,0.0,29513.71104295156,25610.260954511952,0.0,12789.274785279009,10500.2069913499,336213618.0,335868915.5,334705382.54,304218662.01964843,329556142.3112642,329218265.3780787,332526963.9522884,331375008.3386787,805620.9196301907,304301.77716640127,259124.09862963785
576606,2023-12-31,2023-12-31,6,12,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,2,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44098.28571428572,49414.71428571428,37006.8,0.5714285714285714,0.5714285714285714,0.5,0.0,28876.533333333333,24467.1,22667.24,37275.6,336213618.0,335927898.3,334755005.94,0.0,0.4,0.39,0.0,28925.783065636948,25229.730944047868,0.0,29707.51403607725,25398.4910590211,0.0,-14799.839989244527,54096.572619986255,0.0,28511.363426489057,25356.67071620646,0.0,12354.924151478592,10396.234993644648,168106809.0,167934457.75,167352691.27,275268428.6602129,323030493.4735934,322699306.95194405,329218265.3780787,328077771.91433805,725180.7317823437,350811.2185455535,262723.3768348385
576607,2024-01-01,2024-01-01,0,1,1,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,3,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44098.28571428572,49414.71428571428,36270.13333333333,0.5714285714285714,0.5714285714285714,0.5,0.0,28876.533333333333,24467.1,22608.74,37275.6,336213618.0,335956774.8333333,334779473.04,0.0,0.4,0.39,0.0,28353.014185296346,25062.092154602975,0.0,29510.122644886054,25313.970368235558,0.0,-37252.89331720013,68360.66892997938,0.0,29233.649854003554,25177.104742973064,0.0,12667.914936734875,10322.612944618955,112071206.0,111956305.16666667,111568460.84666668,249073174.2557228,316634061.1404428,316309432.55130494,325942488.9047563,324813343.54058784,656170.6609553638,343864.69099947775,252394.8255384766
576608,2024-01-02,2024-01-02,1,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,4,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44098.28571428572,49414.71428571428,36270.13333333333,0.5714285714285714,0.5714285714285714,0.5,0.0,28876.533333333333,24467.1,22608.74,37275.6,336213618.0,335985651.3666667,334803940.14,0.0,0.4,0.39,0.0,27791.58688867509,24895.567240045966,0.0,29314.042819558945,25229.730944047868,0.0,-59705.946645155724,82624.7652399725,0.0,28815.499212319613,24782.96961003187,0.0,12486.716325338499,10161.017540113065,84053404.5,83967228.875,83676345.635,225370727.89556885,310364286.65359205,310046086.1412017,322699306.95194405,321581396.7718704,593727.7666498004,337055.7139147254,247397.0731423047
576609,2024-01-03,2024-01-03,2,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,5,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,56239.42857142857,49993.71428571428,40852.566666666666,0.5714285714285714,0.7142857142857143,0.5333333333333333,0.0,24294.1,24426.57,22608.74,37275.6,336213618.0,336009945.46666664,334828366.71,0.0,0.36666666666666664,0.38,0.0,27241.27659736874,24730.14879924211,0.0,29119.26584540473,25145.77185046357,0.0,-82158.99997311132,96888.86154996564,0.0,27904.013945995335,24236.289417241973,0.0,12091.73937659798,9936.878661069208,67242723.6,67173783.1,66941076.508,203923867.5299113,304218662.01964843,303906762.29955786,319488395.19874394,318381608.41081554,685136.4989248429,334252.6964917548,273135.94842950994
576610,2024-01-04,2024-01-04,3,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,6,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,60612.42857142857,34480.42857142857,45717.9,0.5714285714285714,0.5714285714285714,0.5333333333333333,0.0,19428.766666666666,24426.57,22608.74,37275.6,336213618.0,336029374.23333335,334852793.28,0.0,0.3333333333333333,0.38,0.0,26701.863179923203,24565.82948023348,0.0,28925.783065636948,25062.092154602975,0.0,-104612.05330106692,111152.95785995877,0.0,26835.90429793967,24309.84516485997,0.0,11628.891862440523,9967.036517592587,56035603.0,55978152.583333336,55784230.42333334,184517945.77167204,298194728.9068155,297889005.21497804,316309432.55130494,315213658.4759207,668141.4910018976,225967.65629329174,299612.47993916867
576611,2024-01-05,2024-01-05,4,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,7,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,45760.71428571428,19921.14285714286,45717.9,0.42857142857142855,0.5714285714285714,0.5666666666666667,0.0,19428.766666666666,24173.9,22546.74,37275.6,336213618.0,336048803.0,334876967.18,0.0,0.3333333333333333,0.37,0.0,26173.13086377922,24402.60197991218,0.0,28733.585880989096,24978.690926690833,0.0,-127065.10662902251,125417.0541699519,0.0,24427.69752841435,24271.88045725258,0.0,10585.335595646218,9951.470987473558,48030516.85714286,47981273.64285714,47815054.64857143,166958741.63333893,292290077.66152817,291990407.70439065,313162101.1107132,312077230.1695523,456425.7135483606,127968.17790032143,293679.7553425201
576612,2024-01-06,2024-01-06,5,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,8,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,49835.71428571428,15013.285714285714,46668.73333333333,0.5714285714285714,0.5714285714285714,0.6,0.0,18477.933333333334,24105.37,22546.74,37275.6,336213618.0,336067280.93333334,334901072.55,0.0,0.3,0.36,0.0,25654.868148960482,24240.459043695766,0.0,28542.66574933243,24895.567240045966,0.0,-149518.1599569781,139681.150479945,0.0,26032.150949903873,24994.56030668374,0.0,11280.598744958344,10247.769725740332,42026702.25,41983614.4375,41838172.8175,151070516.69804323,286502346.3445584,286208610.2501423,310046086.1412017,308972009.8462661,449767.9941825133,94531.72792372492,293851.4650269834
576613,2024-01-07,2024-01-07,6,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,9,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44565.42857142857,5167.571428571428,45522.73333333333,0.42857142857142855,0.42857142857142855,0.6,0.0,18477.933333333334,24105.37,22546.74,37188.36,336213618.0,336085758.8666667,334925177.92,0.0,0.3,0.36,0.0,25146.867723470798,24079.393465204834,0.0,28353.014185296346,24812.720171071007,0.0,-171971.2132849337,153945.24678993813,0.0,27821.866230430434,23072.725122814416,0.0,12056.142033186521,9459.81730035391,37357068.666666664,37318768.38888889,37189486.94888889,136694256.27041578,280829219.7862086,280541300.0561597,306961076.038677,305897686.98144203,363928.8619406827,31893.519386805398,280959.86638512905
576614,2024-01-08,2024-01-08,0,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,10,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44565.42857142857,5167.571428571428,44306.066666666666,0.42857142857142855,0.42857142857142855,0.6,0.0,18477.933333333334,24105.37,22483.44,37188.36,336213618.0,336104236.8,334949283.29,0.0,0.3,0.36,0.0,24648.92638036654,23919.398085942717,0.0,28164.622759891226,24730.14879924211,0.0,-194424.2666128893,168209.34309993128,0.0,22639.03296755721,23784.06111559856,0.0,9810.24761927479,9751.46505739541,33621361.8,33586891.55,33470538.254,123686077.90406878,275268428.6602129,274986210.12280005,303906762.29955786,302853954.1402317,329296.4517871726,31261.98539002993,268036.08386811096
576615,2024-01-09,2024-01-09,1,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,11,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,44565.42857142857,5167.571428571428,39894.6,0.42857142857142855,0.42857142857142855,0.5666666666666667,0.0,18477.933333333334,24105.37,22429.14,37188.36,336213618.0,336122714.73333335,334973388.66,0.0,0.3,0.36,0.0,24160.844936471167,23760.46579497733,0.0,27977.483100133813,24647.852207098746,0.0,-216877.3199408449,182473.4394099244,0.0,24293.457290989663,25358.5350696577,0.0,10527.16482609552,10396.999378559656,30564874.363636363,30533537.772727273,30427762.04909091,111915791.37771215,269817748.5759759,269541118.34002125,300882839.4899252,299840506.9468146,297959.751203508,30642.956604242503,236569.2498771263
576616,2024-01-10,2024-01-10,2,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,12,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,28223.85714285714,4588.571428571428,40664.0,0.42857142857142855,0.2857142857142857,0.5666666666666667,0.0,17708.533333333333,24105.37,22429.14,37188.36,336213618.0,336140423.26666665,334997494.03,0.0,0.26666666666666666,0.36,0.0,23682.428152699275,23602.589528625133,0.0,27791.58688867509,24565.82948023348,0.0,-239330.3732688005,196737.53571991753,0.0,22404.05858593438,26522.50255038613,0.0,9708.425387238232,10874.226045658312,28017801.5,27989076.291666668,27892115.21166667,101265595.70766018,264474999.18878728,264203846.598508,297889005.21497804,296857044.0539601,170744.38580023893,26670.784158315877,236356.95420598687
576617,2024-01-11,2024-01-11,3,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,13,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,15604.142857142857,4588.571428571428,42584.73333333333,0.42857142857142855,0.2857142857142857,0.5666666666666667,0.0,15787.8,24105.37,22429.14,37057.04,336213618.0,336156211.06666666,335021599.4,0.0,0.23333333333333334,0.36,0.0,23213.48465595838,23445.76227013719,0.0,27606.925863430624,24484.079707281842,0.0,-261783.4265967561,211001.63202991066,0.0,23704.900656890062,22700.38379290343,0.0,10272.123617985693,9307.157355090407,25862586.0,25836070.423076924,25746567.88769231,91628900.15599257,259238043.32765445,258972259.918399,294924960.0887941,293903267.1128926,85416.25709299576,26142.66724803205,242619.85036290734
576618,2024-01-12,2024-01-12,4,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,14,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,29257.571428571428,979.0,44934.73333333333,0.5714285714285714,0.14285714285714285,0.5333333333333333,0.0,12602.0,24105.37,22064.74,36990.0,336213618.0,336168813.06666666,335045704.77,0.0,0.2,0.36,0.0,22753.826862597125,23289.977049387315,0.0,27423.49181721333,24402.60197991218,0.0,-284236.4799247117,225265.72833990378,0.0,20046.566097425373,23771.913029258078,0.0,8686.845308884329,9746.48434199581,24015258.42857143,23990636.82142857,23907527.324285716,82909257.43462306,254104786.14040604,253844265.5952669,291990407.70439065,290978880.7434567,144913.69994477037,5467.253366526256,250939.297334654
576619,2024-01-13,2024-01-13,5,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,15,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,37772.42857142857,0.0,44361.03333333333,0.5714285714285714,0.0,0.5,0.0,9664.366666666667,24105.37,21775.54,36907.04,336213618.0,336178477.43333334,335069810.14,0.0,0.16666666666666666,0.36,0.0,22303.270903369314,23135.22694256227,0.0,27241.27659736874,24321.395392815568,0.0,-306689.5332526673,239529.8246498969,0.0,24091.65546528188,21822.733650830996,0.0,10439.717368288815,8947.320796840708,22414241.2,22391261.033333335,22313692.169333335,75019398.428423,249073174.2557228,248817812.36300826,289085054.6040837,288083592.5045783,169284.28028869667,0.0,242829.96270932336
576620,2024-01-14,2024-01-14,6,1,0,2130,0.0,0.0,0.0,0.0,0.0,336213618.0,0,16,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,47119.857142857145,0.0,46542.1,0.7142857142857143,0.0,0.4666666666666667,0.0,7483.3,24105.37,21775.54,36758.628,336213618.0,336185960.73333335,335093915.51,0.0,0.13333333333333333,0.36,0.0,21861.63654988376,22981.505071854055,0.0,27060.27210541265,24240.459043695766,0.0,-329142.5865806229,253793.92095989003,0.0,25669.28968488562,24708.138207524033,0.0,11123.358863450436,10130.336665084853,21013351.125,20991807.21875,20919086.40875,67880358.77658519,244141194.96176177,243890889.57330987,286208610.2501423,285217112.8650208,191080.44312344008,0.0,249724.24256355604
576621,2024-01-15,2024-01-15,0,1,0,2130,25400.0,1.0,25400.0,25400.0,0.0,336239018.0,0,17,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,47119.857142857145,0.0,43856.433333333334,0.7142857142857143,0.0,0.43333333333333335,3628.5714285714284,8329.966666666667,24359.37,21902.54,36731.428,336217246.5714286,336194290.7,335118274.88,0.14285714285714285,0.16666666666666666,0.37,0.0,21428.74714251053,22828.804605154226,0.0,26880.470296671167,24159.792033259168,0.0,-351595.6399085785,268058.01726988313,0.0,23294.91943981853,26331.83553461209,0.0,10094.46509058803,10796.052569190957,19777271.647058822,19756995.029411763,19688551.91411765,61420688.570759945,239306875.40104476,239061526.39136267,283360786.9957338,282379155.17443156,172896.73479298057,0.0,230654.61542876245
576622,2024-01-16,2024-01-16,1,1,0,2130,74076.0,4.0,18519.0,23296.0,4858.043913620652,336313094.0,0,18,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,47119.857142857145,0.0,42898.96666666667,0.7142857142857143,0.0,0.4,14210.857142857143,10799.166666666666,25100.13,22199.72,36879.58,336231457.4285714,336205089.8666667,335143375.01,0.2857142857142857,0.2,0.38,0.0,21004.429519714744,22677.118755750234,0.0,26701.863179923203,24079.393465204834,0.0,-374048.6932365341,282322.11357987626,0.0,19622.31566890921,21484.59305883423,0.0,8503.003456527325,8808.683154122034,18678534.333333332,18659384.194444444,18594743.474444445,55575737.26035719,234568281.78128907,234327791.00750157,280541300.0561597,279569435.6346765,156443.4350969286,0.0,221151.44506637182
576623,2024-01-17,2024-01-17,2,1,0,2130,33740.0,2.0,16870.0,21500.0,6547.80879378743,336346834.0,0,19,0.0,30106.266666666666,25568.38,22748.04,37275.6,336213618.0,335868915.5,334705382.54,0.0,0.43333333333333335,0.41,46996.57142857143,6725.428571428572,43639.6,0.7142857142857143,0.14285714285714285,0.43333333333333335,19030.85714285714,11183.2,24966.75,22368.42,36947.06,336250488.28571427,336216273.06666666,335168341.76,0.42857142857142855,0.2,0.38,0.0,20588.51394878964,22526.440782023812,0.0,26524.442817045274,23999.262446214507,0.0,-396501.7465644897,296586.20988986944,0.0,19348.503128081644,20609.036814710376,0.0,8384.351355502045,8449.705094031255,17695453.57894737,17677311.342105262,17616072.76526316,50287006.60810648,229923518.6018647,229687789.86445567,277749867.4803763,276787673.2714602,141185.50312768598,33984.19798902768,220514.84017872054
