datetime,day_of_week,month,is_holiday,staleness,rm_id,rolling_7_avg,rolling_30_avg,rolling_100_avg,rolling_200_avg,rolling_500_avg,rolling_7_cumulative_avg,rolling_30_cumulative_avg,rolling_100_cumulative_avg,rolling_7_freq,rolling_30_freq,rolling_100_freq,shifted_30_rolling_7_avg,shifted_100_rolling_7_avg,shifted_100_rolling_30_avg,shifted_30_rolling_7_freq,shifted_100_rolling_7_freq,shifted_100_rolling_30_freq,stale,x_stale,xx_stale,x_stale_30,rolling_7_short_decay,rolling_30_medium_decay,rolling_100_long_decay,rolling_7_medium_decay,rolling_30_long_decay,rolling_100_very_long_decay,rolling_7_noise,rolling_30_noise,rolling_100_noise,rolling_7_decay,rolling_30_decay,rolling_100_decay,rolling_7_cumulative_decay,rolling_30_cumulative_decay,rolling_100_cumulative_decay,rolling_7_cumulative_short_decay,rolling_7_cumulative_medium_decay,rolling_30_cumulative_medium_decay,rolling_30_cumulative_long_decay,rolling_100_cumulative_long_decay,shifted_30_rolling_7_short_decay,shifted_100_rolling_7_medium_decay,shifted_100_rolling_30_medium_decay,daily_weight
2023-12-30,5,12,0,0.06134969325153374,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,38407.71428571428,32035.714285714286,19418.9,0.7142857142857143,0.5714285714285714,0.43333333333333335,True,True,True,37471.73333333333,51096.41863284446,37425.783941996684,30478.071981363708,51347.81502060474,37456.410604725235,30484.305353257594,48920.64369894496,39463.37869647293,31571.10525353361,48256.81682734444,35172.85398773006,28619.95472392638,90006308.68571427,83565657.70666666,66184703.212000005,5488086.6936334595,5515088.295847667,5120440.861119316,5123583.199689717,4057920.9541289886,766721.2933829202,236423.42189605016,143311.39135875346,0.0
2023-12-31,6,12,0,0.06748466257668712,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,39637.142857142855,23613.285714285714,20235.8,0.7142857142857143,0.5714285714285714,0.4666666666666667,True,True,True,37471.73333333333,51065.08075058092,37421.19210298128,30476.825459943815,51341.51506171189,37454.87867651929,30483.68195870432,48671.622354553736,39662.54323278689,31679.16177888697,47941.41279579316,34942.96605316973,28432.896196319016,81823916.98701298,75968779.73333333,60167912.010909095,5484720.801869244,5514411.6394107705,5119812.62470993,5123268.879073903,4057672.0095596286,790778.7056584198,174244.5573401452,149321.7867300247,0.0
2024-01-01,0,1,1,0.0736196319018405,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,39637.142857142855,23613.285714285714,20235.8,0.7142857142857143,0.5714285714285714,0.4666666666666667,True,True,True,37471.73333333333,51033.76208811578,37416.600827347145,30475.57898950535,51335.21587577271,37453.34681096761,30483.058576899275,48422.60101016252,39861.70776910085,31787.21830424033,47626.008764241895,34713.0781186094,28245.837668711658,75005257.23809522,69638048.08888888,55153919.343333334,5481356.9744360065,5513735.06599411,5119184.465380038,5122954.57774097,4057423.0802624724,790293.7141338176,174223.1789514425,149303.4661623856,0.0
2024-01-02,1,1,0,0.07975460122699386,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,39637.142857142855,23613.285714285714,20235.8,0.7142857142857143,0.5714285714285714,0.4666666666666667,True,True,True,37471.73333333333,51002.46263366135,37412.01011502515,30474.33257004623,51328.91746269236,37451.81500806764,30482.435207842194,48173.5796657713,40060.872305414814,31895.27482959369,47310.60473269063,34483.190184049075,28058.779141104296,69235622.06593406,64281275.158974364,50911310.16307693,5477995.210067674,5513058.5755875,5118556.383120182,5122640.2956897365,4057174.1662365845,789809.0200587767,174201.803185694,149285.14784253095,0.0
2024-01-03,2,1,0,0.08588957055214724,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,40052.0,30466.714285714286,21834.933333333334,0.7142857142857143,0.7142857142857143,0.5,True,True,True,37471.73333333333,50971.18237543721,37407.41996594619,30473.086201564365,51322.61982237603,37450.28326781682,30481.811851532813,47924.55832138008,40260.03684172877,32003.33135494705,46995.20070113936,34253.30224948875,27871.720613496935,64290220.48979591,59689755.504761904,47274788.00857143,5474635.507498951,5512382.168180755,5117928.377920906,5122326.0329190185,4056925.2674810267,797585.9895952807,224733.88330958047,161062.63753248565,0.0
2024-01-04,3,1,0,0.09202453987730061,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,37694.0,27828.428571428572,23496.866666666665,0.7142857142857143,0.7142857142857143,0.5333333333333333,True,True,True,37471.73333333333,50939.921301670125,37402.83038004115,30471.839884057677,51316.322954728894,37448.751590212574,30481.188507970877,47675.536976988864,40459.20137804273,32111.38788030041,46679.79666958808,34023.41431492842,27684.66208588957,60004205.79047619,55710438.47111111,44123135.47466667,5471277.865465316,5511705.843763693,5117300.449772756,5122011.789427634,4056676.3839948634,750168.971588669,205247.7154857241,173300.41443150095,0.0
2024-01-05,4,1,0,0.09815950920245399,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,29477.285714285714,25856.285714285714,24537.366666666665,0.5714285714285714,0.7142857142857143,0.5666666666666667,True,True,True,37471.73333333333,50908.67940059412,37398.24135724094,30470.593617524075,51310.02685965615,37447.219975252345,30480.565177156124,47426.51563259764,40658.36591435669,32219.444405653776,46364.392638036814,33793.526380368094,27497.60355828221,56253942.928571425,52228536.06666667,41365439.5075,5467922.282703027,5511029.602326131,5116672.598666278,5121697.5652144,4056427.515777157,586283.8394992584,190678.8391378058,180952.3859381573,0.0
2024-01-06,5,1,0,0.10429447852760736,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,31194.571428571428,28803.714285714286,26139.766666666666,0.5714285714285714,0.7142857142857143,0.6,False,True,True,37471.73333333333,50877.45666045039,37393.652897476466,30469.347401961477,51303.731537063024,37445.68842293358,30479.94185908829,47177.49428820642,40857.53045067065,32327.500931007136,46048.988606485545,33563.63844580777,27310.54503067485,52944887.462184876,49156269.23921569,38932178.36000001,5464568.757949114,5510353.443857889,5116044.8245920185,5121383.360278134,4056178.662826971,620059.0026961968,212388.77880974807,192745.73638784504,0.0
2024-01-07,6,1,0,0.11042944785276074,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,26021.14285714286,27837.285714285714,26731.166666666668,0.42857142857142855,0.7142857142857143,0.6333333333333333,False,True,True,37471.73333333333,50846.25306948739,37389.06500067866,30468.1012373678,51297.43698685473,37444.156933253704,30479.318553767116,46928.472943815206,41056.694986984614,32435.557456360497,45733.58457493427,33333.75051124744,27123.486503067485,50003504.82539682,46425365.392592594,36769279.56222223,5461217.289941383,5509677.368348785,5115417.127540528,5121069.174617653,4055929.825143369,516908.7963638085,205237.4796246529,197082.3351961265,0.0
2024-01-08,0,1,0,0.1165644171779141,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,26021.14285714286,27837.285714285714,26731.166666666668,0.42857142857142855,0.7142857142857143,0.6333333333333333,False,True,True,37471.73333333333,50815.06861596075,37384.47766677843,30466.855123740956,51291.143208936504,37442.62550621016,30478.695261192344,46679.451599423985,41255.85952329857,32543.613981713857,45418.180543383,33103.86257668711,26936.427975460123,47371741.41353384,43981925.108771935,34834054.322105266,5457867.877418412,5509001.375788644,5114789.507502356,5120755.008231775,4055681.0027254145,516591.7716596342,205212.2986566918,197058.15479799773,54752.0
2024-01-09,1,1,0,0.12269938650306748,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,26021.14285714286,27837.285714285714,26731.166666666668,0.42857142857142855,0.7142857142857143,0.6333333333333333,False,True,True,37471.73333333333,50783.90328813331,37379.89089570673,30465.609061078867,51284.850203213595,37441.0941418004,30478.071981363708,46430.43025503277,41455.02405961253,32651.670507067218,45102.77651183173,32873.974642126785,26749.36944785276,45003154.34285714,41782828.85333333,33092351.606000002,5454520.519119556,5508325.466167285,5114161.964468053,5120440.861119316,4055432.1955721704,516274.9413894953,205187.12077823043,197033.9773666069,20520.0
2024-01-10,2,1,0,0.12883435582822086,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,25534.14285714286,25866.714285714286,27870.5,0.42857142857142855,0.7142857142857143,0.6666666666666666,False,True,True,37471.73333333333,50752.75707427511,37375.304687394506,30464.363049379437,51278.55796959125,37439.56284002184,30477.448714280952,46181.40891064155,41654.18859592649,32759.72703242058,44787.37248028046,32644.086707566457,26562.3109202454,42860146.99319728,39793170.33650794,31516525.33904762,5451175.21378494,5507649.639474535,5113534.4984281715,5120126.733279096,4055183.403682701,506301.8619748408,190638.75313361993,205406.73664706366,53596.0
2024-01-11,3,1,0,0.13496932515337423,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,23154.428571428572,24131.571428571428,29127.566666666666,0.42857142857142855,0.7142857142857143,0.7,False,True,True,37471.73333333333,50721.62996266339,37370.7190417727,30463.117088640593,51272.26650797475,37438.03160087194,30476.825459943815,45932.38756625033,41853.35313224045,32867.78355777394,44471.96844872919,32414.198773006134,26375.252392638038,40911958.49350649,37984389.86666667,30083956.005454548,5447831.960155463,5506973.895700219,5112907.109373265,5119812.62470993,4054934.6270560687,458834.29357561393,177828.85774758612,214645.0314946039,109510.0
2024-01-12,4,1,0,0.1411042944785276,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,33448.0,22261.571428571428,28032.4,0.5714285714285714,0.7142857142857143,0.7,False,True,True,37471.73333333333,50690.52194158257,37366.13395877229,30461.871178860245,51265.975818269384,37436.500424348116,30476.202218352035,45683.36622185911,42052.517668554414,32975.8400831273,44156.56441717792,32184.310838445806,26188.193865030677,39133177.689440995,36332894.655072466,28775957.918260872,5444490.756972796,5506298.2348341625,5112279.797293888,5119498.535410639,4054685.8656913387,662407.9233684109,164028.44398881914,206549.2531839314,46880.0
2024-01-13,5,1,0,0.147239263803681,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,26132.428571428572,19739.0,27687.4,0.5714285714285714,0.7142857142857143,0.7,False,True,True,37471.73333333333,50659.432999324265,37361.54943832423,30460.62532003631,51259.68590038042,37434.96931044783,30475.57898950535,45434.34487746789,42251.68220486837,33083.89660848066,43841.160385626645,31954.422903885476,26001.13533742331,37502628.61904761,34819024.04444444,27576959.671666667,5441151.602979383,5505622.656866195,5111652.562180597,5119184.465380038,4054437.1195875737,517212.1252856323,145423.70559062605,203982.18279395613,0.0
2024-01-14,6,1,0,0.15337423312883436,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,36795.28571428572,20979.714285714286,27225.333333333332,0.7142857142857143,0.7142857142857143,0.7,False,True,True,37471.73333333333,50628.363124187264,37356.96548035951,30459.379512166703,51253.39675421319,37433.43825916849,30474.9557734035,45185.32353307668,42450.84674118233,33191.953133834024,43525.756354075376,31724.534969325152,25814.076809815953,36002523.474285714,33426263.082666665,26473881.2848,5437814.496918439,5504947.161786144,5111025.404023948,5118870.414616947,4054188.388743838,727804.3834708385,154545.4920312029,200553.37639076228,0.0
2024-01-15,0,1,0,0.15950920245398773,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,36795.28571428572,20979.714285714286,25573.1,0.7142857142857143,0.7142857142857143,0.6666666666666666,False,True,True,37471.73333333333,50597.312304477535,37352.38208480912,30458.133755249346,51247.10837967299,37431.907270507574,30474.33257004623,44936.302188685455,42650.01127749629,33300.00965918738,43210.35232252411,31494.647034764825,25627.01828220859,34617811.03296703,32140637.579487182,25455655.081538465,5434479.437533947,5504271.749583839,5110398.3228145,5118556.383120182,4053939.673159195,727358.0146510586,154526.53055744825,188359.21046310556,71260.0
2024-01-16,1,1,0,0.1656441717791411,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,36795.28571428572,20979.714285714286,23864.566666666666,0.7142857142857143,0.7142857142857143,0.6333333333333333,False,True,True,37471.73333333333,50566.28052850821,37347.79925160404,30456.888049282144,51240.82077666515,37430.376344462486,30473.70937943327,44687.28084429423,42849.17581381025,33408.066184540745,42894.94829097284,31264.759100204497,25439.95975460123,33335669.883597884,30950243.59506173,24512853.041481484,5431146.423570663,5503596.420249114,5109771.31854281,5118242.370888563,4053690.972832709,726911.9195931965,154507.57141011208,175753.40579981793,82375.0
2024-01-17,2,1,0,0.17177914110429449,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,43569.142857142855,22344.571428571428,25322.366666666665,0.7142857142857143,0.7142857142857143,0.6666666666666666,False,True,True,37471.73333333333,50535.26778459959,37343.21698067529,30455.642394263024,51234.53394509501,37428.84548103069,30473.086201564365,44438.25949990302,43048.340350124214,33516.1227098941,42579.544259421564,31034.87116564417,25252.901226993865,32145110.244897954,29844877.752380952,23637394.004285716,5427815.453774112,5502921.1737718005,5109144.391199441,5117928.377920906,4053442.2877634433,860205.4474054591,164539.03216086573,186466.66447261913,119686.0
2024-01-18,3,1,0,0.17791411042944785,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,26791.428571428572,27617.033333333333,0.7142857142857143,0.7142857142857143,0.7,False,True,True,37471.73333333333,50504.274061079166,37338.63527195389,30454.396790189894,51228.24788486793,37427.31468020961,30472.46303643925,44189.2381555118,43247.50488643817,33624.179235247466,42264.140227870295,30804.983231083843,25065.842699386503,31036658.16748768,28815744.03678161,22822311.452413794,5424486.52689059,5502246.010141732,5108517.540774953,5117614.404216031,4053193.6179504627,1014405.4614325946,197260.21091084593,203338.9822995434,102501.0
2024-01-19,4,1,0,0.18404907975460122,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,27416.428571428572,27945.966666666667,0.7142857142857143,0.7142857142857143,0.7,False,True,True,37471.73333333333,50473.29934628156,37334.05412537084,30453.151237060676,51221.962595889265,37425.783941996684,30471.839884057677,43940.21681112058,43446.66942275213,33732.23576060082,41948.73619631902,30575.095296523512,24878.78417177914,30002102.895238094,27855219.235555556,22061567.737333335,5421159.641667158,5501570.929348745,5107890.767259909,5117300.449772756,4052944.963392831,1013783.3176548424,201837.20063727163,205735.6109096086,83936.0
2024-01-20,5,1,0,0.1901840490797546,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,23071.571428571428,25745.066666666666,0.7142857142857143,0.5714285714285714,0.6666666666666666,False,True,True,37471.73333333333,50442.343628548544,37329.47354085719,30451.905734873286,51215.67807806439,37424.25326638937,30471.21674441937,43691.19546672936,43645.83395906609,33840.29228595419,41633.33216476775,30345.20736196319,24691.72564417178,29034293.12442396,26956663.776344083,21349904.261935484,5417834.796851651,5500895.931382676,5107264.070644872,5116986.514589898,4052696.324089612,1013161.555443332,169829.92660635422,189509.5354043001,0.0
2024-01-21,6,1,0,0.19631901840490798,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,24555.85714285714,26689.133333333335,0.7142857142857143,0.5714285714285714,0.6666666666666666,False,True,True,37471.73333333333,50411.406896229055,37324.89351834397,30450.66028362564,51209.394331298696,37422.722653385084,30470.593617524075,43442.17412233814,43844.99849538005,33948.348811307544,41317.92813321648,30115.31942740286,24504.66711656442,28126971.464285713,26114268.033333335,20682719.75375,5414511.991192666,5500221.016233362,5106637.4509204095,5116672.598666278,4052447.70003987,1012540.1745640463,180733.58223536136,196434.70989542018,0.0
2024-01-22,0,1,0,0.20245398773006135,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,24555.85714285714,25412.233333333334,0.7142857142857143,0.5714285714285714,0.6333333333333333,False,True,True,37471.73333333333,50380.48913767919,37320.31405776222,30449.414883315647,51203.11135549757,37421.19210298128,30469.970503371533,43193.15277794692,44044.16303169401,34056.40533666091,41002.52410166521,29885.431492842534,24317.608588957057,27274638.995670993,25322926.57777778,20055970.67030303,5411191.223439573,5499546.183890643,5106010.908077084,5116358.702000711,4052199.091242669,1011919.174783111,180711.40769612958,187013.64939749154,50244.0
2024-01-23,1,1,0,0.2085889570552147,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,24555.85714285714,22630.1,0.7142857142857143,0.5714285714285714,0.6,False,True,True,37471.73333333333,50349.59034126215,37315.735159043004,30448.169533941236,51196.82915056643,37419.6616151754,30469.347401961477,42944.1314335557,44243.32756800797,34164.46186201427,40687.12007011394,29655.543558282207,24130.550061349695,26472443.731092438,24578134.619607843,19466089.180000003,5407872.492342505,5498871.434344359,5105384.442105467,5116044.8245920185,4051950.497697074,1011298.5558667937,180689.23587753327,166518.94711081532,40944.0
2024-01-24,2,1,0,0.2147239263803681,3865,51410.857142857145,37471.73333333333,30490.54,28432.695,11373.078,5521859.428571428,5126727.466666667,4060411.24,0.7142857142857143,0.6666666666666666,0.66,51410.857142857145,28533.571428571428,25016.033333333333,0.7142857142857143,0.5714285714285714,0.6333333333333333,False,True,True,37471.73333333333,50318.71049534829,37311.15682211739,30446.924235500315,51190.54771641069,37418.13118996487,30468.724313293656,42695.11008916448,44442.49210432193,34272.51838736763,40371.71603856267,29425.65562372188,23943.491533742334,25716088.195918363,23875902.201904763,18909915.20342857,5404555.796652362,5498196.767584351,5104758.052996124,5115730.966439017,4051701.919402149,1010678.3175815089,209932.67002432476,184052.76339945043,27541.0
